lms_login_frequency,assignment_delay_days,attendance_percentage,sentiment_score,activity_irregularity_score,dropout_risk_score,burnout_risk_level
3,7.5,56.4,-0.72,8.3,95.2,High
6,1.5,57.2,-0.21,7.8,74.5,High
1,0.9,62.0,-0.2,8.2,70.5,High
12,0.1,71.1,0.0,6.4,40.3,Medium
7,0.5,82.9,0.22,2.5,39.6,Medium
6,0.5,72.3,0.4,3.0,47.1,Medium
10,0.3,87.3,0.52,3.6,30.9,Low
12,0.1,96.1,0.44,0.8,19.4,Low
10,0.9,88.4,0.29,1.3,30.9,Low
5,2.9,70.7,0.46,4.5,51.7,Medium
6,4.9,46.8,-0.77,7.9,83.7,High
9,0.8,82.7,-0.08,3.7,43.2,Medium
10,0.2,88.3,0.71,1.1,18.4,Low
2,2.9,43.2,-0.62,7.7,93.3,High
5,5.8,55.3,-0.84,6.9,89.3,High
1,2.7,55.8,-0.2,7.3,83.1,High
1,1.9,65.2,-0.46,8.7,66.3,Medium
1,0.2,73.9,0.57,5.6,48.2,Medium
1,5.1,47.3,-0.21,7.0,93.6,High
14,0.3,88.2,0.62,2.7,12.4,Low
8,0.4,80.5,0.05,5.9,45.7,Medium
11,0.4,88.8,0.58,0.6,15.9,Low
11,0.5,78.3,0.49,1.8,20.7,Low
6,0.1,86.4,0.81,2.1,24.8,Low
6,0.5,90.3,-0.55,3.0,48.6,Medium
3,4.2,53.2,-0.74,9.4,96.6,High
12,1.6,76.4,0.2,6.0,35.8,Medium
13,0.2,97.7,0.64,2.9,10.7,Low
5,1.8,57.9,-0.37,8.9,74.2,High
8,0.1,67.6,-0.49,5.2,48.1,Medium
8,0.6,78.3,0.47,3.0,37.8,Medium
14,1.0,73.8,0.09,5.9,50.1,Medium
16,0.2,85.2,0.81,1.3,8.8,Low
5,1.9,81.8,0.25,5.5,62.9,Medium
3,1.9,40.7,-0.59,8.9,88.4,High
16,0.8,86.4,0.87,3.5,19.6,Low
5,1.3,72.1,0.27,6.1,60.1,Medium
2,13.2,58.3,-0.42,7.4,96.5,High
1,6.5,57.4,-0.45,8.7,99.1,High
16,0.3,92.6,0.83,3.6,15.6,Low
11,0.0,88.0,0.48,1.8,30.5,Low
18,0.4,91.3,0.53,1.2,17.1,Low
7,0.1,58.8,0.24,8.2,50.5,Medium
9,0.0,70.4,0.27,4.3,37.9,Medium
20,0.1,95.5,0.31,2.6,16.0,Low
4,11.8,77.3,-0.35,8.1,96.3,High
13,0.9,78.4,0.43,7.5,29.9,Low
18,0.0,89.1,0.54,3.3,14.0,Low
6,0.4,75.1,0.54,5.8,47.3,Medium
8,0.5,83.7,-0.23,3.3,37.1,Medium
17,0.1,81.3,0.38,1.2,14.9,Low
13,0.3,84.2,0.66,0.8,9.5,Low
4,15.8,53.2,-0.42,7.6,100.0,High
7,4.2,83.7,-0.1,6.7,59.7,Medium
11,6.1,68.7,0.38,6.5,51.2,Medium
14,0.8,63.7,-0.05,6.2,35.7,Medium
9,0.4,83.5,0.34,3.8,41.5,Medium
13,0.6,94.4,0.68,1.8,11.2,Low
6,2.2,91.4,-0.19,6.2,43.5,Medium
14,0.1,81.9,0.33,2.9,27.2,Low
21,0.2,89.9,0.9,2.6,7.0,Low
1,7.1,62.0,-0.3,8.7,92.9,High
4,6.2,43.9,-0.16,8.4,99.8,High
2,1.2,47.4,-0.23,8.6,74.4,High
7,9.2,56.5,-0.45,7.4,100.0,High
13,0.7,85.4,0.36,1.9,25.6,Low
3,5.9,49.4,-0.24,6.3,84.1,High
14,0.2,100.0,0.43,3.1,23.6,Low
3,4.0,63.0,-0.67,5.4,79.3,High
3,0.4,60.6,-0.87,8.1,73.9,High
3,3.1,58.5,-0.52,8.0,81.7,High
4,3.0,55.0,-0.25,6.4,76.1,High
8,0.3,71.9,-0.1,5.4,57.5,Medium
14,0.2,86.2,0.62,2.9,23.1,Low
13,0.1,84.6,-0.14,5.6,32.1,Low
15,3.1,79.0,0.29,5.1,37.0,Medium
7,0.2,86.6,0.16,2.0,42.1,Medium
7,0.8,84.0,0.15,2.4,35.0,Low
2,5.7,47.5,-0.84,8.9,97.1,High
11,0.0,86.4,0.62,0.7,12.3,Low
2,4.6,43.7,-0.19,9.4,95.6,High
2,0.1,60.9,-0.02,9.1,75.4,High
2,1.7,53.6,-0.71,6.8,82.5,High
6,6.0,56.3,-0.46,8.0,93.2,High
11,1.1,87.7,-0.02,4.5,39.2,Medium
5,3.5,55.8,-0.97,7.4,83.9,High
3,8.9,51.0,-0.41,8.8,100.0,High
15,1.2,89.7,0.42,3.2,28.0,Low
9,1.0,76.8,-0.39,6.2,46.2,Medium
2,10.4,45.7,-1.0,7.6,100.0,High
12,0.3,86.7,0.81,0.3,14.9,Low
5,1.5,77.0,-0.03,5.7,52.8,Medium
9,2.2,84.8,0.23,8.0,51.9,Medium
16,1.4,90.6,0.65,3.6,10.0,Low
12,1.5,80.5,0.2,5.3,45.5,Medium
5,3.7,54.1,-0.92,5.3,76.3,High
3,4.4,69.0,0.16,5.4,68.7,Medium
17,0.3,97.0,0.57,0.9,2.9,Low
20,0.6,92.4,0.55,3.4,15.1,Low
6,0.4,58.4,-0.14,2.7,41.0,Medium
1,9.4,59.7,-0.79,8.4,100.0,High
8,0.3,81.6,0.43,2.7,32.2,Low
8,0.1,64.5,-0.23,6.9,45.3,Medium
18,0.6,90.1,0.27,1.1,13.5,Low
4,2.5,67.9,-0.06,7.4,64.4,Medium
2,0.7,52.8,-0.51,9.6,67.9,Medium
2,4.8,54.6,-0.5,9.5,93.6,High
8,0.2,93.3,0.54,2.4,16.5,Low
5,1.6,81.7,-0.44,6.7,61.6,Medium
12,0.8,96.4,0.59,2.4,15.6,Low
6,2.8,58.6,0.59,4.6,61.1,Medium
4,1.1,85.6,-0.02,2.6,43.3,Medium
14,0.0,88.3,0.46,1.3,18.3,Low
16,0.0,94.0,1.0,2.1,10.3,Low
5,9.4,71.7,-0.4,5.2,81.2,High
5,3.9,53.4,-0.79,7.6,85.2,High
3,7.8,69.3,-0.54,10.0,86.4,High
13,0.7,88.2,0.69,2.9,11.0,Low
3,1.3,54.6,-0.68,7.5,78.4,High
9,5.7,79.6,0.0,4.1,49.9,Medium
12,5.2,61.8,-0.11,3.6,54.0,Medium
3,5.5,70.3,-0.27,6.3,76.7,High
3,7.2,36.1,-0.57,6.0,93.6,High
1,5.9,50.1,-0.1,6.6,93.9,High
7,3.4,83.0,0.22,4.5,47.7,Medium
8,1.5,75.8,-0.47,5.0,56.4,Medium
3,6.4,51.6,-0.98,8.0,100.0,High
8,0.0,95.0,0.37,0.5,23.5,Low
6,1.3,70.6,0.51,5.5,54.1,Medium
15,2.1,66.8,-0.14,6.5,46.8,Medium
5,0.8,72.8,0.2,5.8,59.2,Medium
13,0.5,88.3,0.92,0.9,11.3,Low
19,0.2,90.9,0.72,3.1,12.5,Low
3,7.5,58.3,-0.67,8.2,100.0,High
17,0.0,91.1,0.43,0.3,9.5,Low
10,0.2,68.2,0.07,7.9,56.0,Medium
21,2.1,97.5,0.29,1.1,14.2,Low
10,1.6,89.0,0.37,0.9,19.3,Low
18,1.7,90.9,0.33,2.8,20.5,Low
15,0.2,91.0,0.83,3.2,19.0,Low
1,8.2,62.8,-0.64,6.4,100.0,High
16,0.6,88.2,0.67,1.9,16.7,Low
2,4.3,56.9,0.31,7.3,76.4,High
12,9.7,71.3,0.22,5.5,64.2,Medium
10,5.1,73.1,-0.19,6.1,63.7,Medium
4,0.2,78.5,0.31,3.5,42.8,Medium
10,1.3,71.8,0.3,4.7,35.2,Medium
5,1.3,53.8,-0.71,7.6,74.8,High
15,0.7,92.6,0.78,0.5,7.6,Low
14,6.1,62.7,0.13,3.1,59.4,Medium
1,0.4,58.3,0.27,8.9,61.2,Medium
2,0.4,51.8,-0.87,7.1,84.0,High
4,1.0,39.5,-0.58,9.6,91.8,High
8,0.0,74.5,0.15,4.1,40.0,Medium
0,5.5,53.1,-0.25,8.6,97.6,High
4,1.3,87.2,0.36,4.6,40.7,Medium
6,5.6,67.5,-0.12,7.6,79.8,High
14,0.7,90.1,0.9,0.9,14.6,Low
6,0.5,59.1,0.23,3.5,59.9,Medium
19,0.4,95.9,0.39,0.9,19.0,Low
11,2.4,70.1,-0.3,9.0,61.3,Medium
1,7.1,62.4,-0.35,7.8,95.6,High
20,1.6,85.3,0.41,2.4,22.4,Low
19,0.2,94.4,0.73,2.8,16.8,Low
16,2.6,88.7,0.5,0.7,24.2,Low
3,1.9,56.0,-0.74,8.3,80.1,High
8,3.4,70.7,-0.07,3.3,54.0,Medium
5,3.6,81.1,0.33,5.0,59.5,Medium
1,1.9,55.7,-0.76,8.0,83.5,High
2,2.2,56.1,0.04,9.9,85.7,High
4,0.7,71.6,-0.11,5.6,69.3,Medium
9,0.0,71.8,-0.3,4.4,51.7,Medium
6,5.8,46.6,-0.18,7.1,82.5,High
7,4.3,88.7,-0.05,5.0,52.2,Medium
13,0.7,79.6,0.63,1.8,28.4,Low
0,14.5,62.1,-0.66,7.6,100.0,High
5,1.4,90.8,0.12,6.2,54.3,Medium
20,0.4,91.8,0.58,2.5,13.3,Low
10,2.3,82.5,-0.1,4.3,45.5,Medium
16,0.4,82.2,0.62,2.8,14.0,Low
14,0.1,90.9,0.42,1.4,18.5,Low
3,1.4,67.4,-0.08,7.4,55.3,Medium
20,0.1,77.1,0.67,2.8,19.0,Low
9,1.2,86.3,0.25,3.7,37.6,Medium
5,1.6,76.3,-0.36,5.1,59.3,Medium
14,0.1,94.0,0.1,2.8,19.3,Low
1,12.4,49.5,-0.88,8.4,100.0,High
15,0.4,92.2,0.5,2.5,18.7,Low
9,3.5,78.7,0.07,5.0,46.2,Medium
10,1.7,73.3,-0.34,3.5,44.2,Medium
13,0.5,97.9,0.6,1.0,16.5,Low
19,1.2,92.6,1.0,2.8,10.6,Low
2,4.0,55.8,0.15,8.6,79.2,High
5,8.4,61.9,0.19,6.9,84.5,High
17,0.3,88.4,0.19,3.1,21.8,Low
8,0.3,71.6,-0.04,3.2,44.6,Medium
4,3.9,54.4,-0.49,7.7,80.0,High
3,17.8,69.7,-0.46,8.3,99.3,High
5,1.0,86.7,-0.21,3.6,45.5,Medium
12,1.5,71.0,-0.3,4.0,51.9,Medium
5,0.8,71.0,-0.3,3.2,43.2,Medium
4,1.6,60.2,-0.47,7.9,81.6,High
2,7.6,44.6,-0.48,6.2,99.7,High
12,1.5,91.8,0.75,2.8,20.0,Low
10,3.8,63.6,-0.31,3.9,59.6,Medium
6,1.7,57.4,-0.52,7.8,73.1,High
5,12.2,48.2,-0.1,7.7,98.5,High
2,0.0,46.5,-0.57,5.3,70.6,High
2,0.5,76.3,-0.81,8.1,72.4,High
10,0.5,58.8,-0.05,4.8,52.0,Medium
12,2.6,74.7,0.16,5.4,32.6,Low
4,0.3,68.2,0.12,3.6,51.7,Medium
16,0.9,85.9,0.58,2.4,11.3,Low
6,0.6,72.1,0.19,4.2,55.8,Medium
3,9.3,34.5,-0.7,8.4,100.0,High
9,0.1,94.7,0.54,1.3,22.0,Low
3,2.9,57.2,-0.32,8.9,84.3,High
6,0.7,87.5,-0.07,6.0,55.7,Medium
4,0.5,61.3,-0.71,7.8,71.0,High
16,0.5,90.0,1.0,2.8,11.0,Low
15,0.2,79.6,0.81,0.4,17.6,Low
5,1.4,76.2,-0.21,4.2,46.7,Medium
19,0.6,94.6,0.6,2.0,14.3,Low
3,16.7,58.4,-0.16,8.4,98.1,High
5,3.6,51.8,-0.54,7.6,77.0,High
19,0.3,79.7,0.38,2.0,16.2,Low
7,3.2,77.5,-0.42,4.0,52.3,Medium
5,2.3,72.5,-0.14,6.6,58.3,Medium
8,2.2,88.2,-0.02,4.1,39.8,Medium
4,6.2,59.7,-0.72,7.5,88.7,High
1,3.1,56.7,-0.44,9.4,87.8,High
6,2.5,88.6,-0.06,5.6,50.8,Medium
2,18.7,54.1,-0.34,8.1,100.0,High
7,1.4,87.8,-0.02,4.5,48.8,Medium
4,12.3,43.4,-0.32,7.6,97.7,High
6,1.0,67.5,-0.46,8.8,66.0,Medium
5,16.3,55.9,-0.45,6.3,95.3,High
5,6.4,47.8,-0.15,7.6,81.9,High
17,1.0,80.1,1.0,2.2,21.1,Low
3,2.3,42.9,-0.74,9.1,80.6,High
21,0.9,88.8,0.29,0.5,7.9,Low
11,2.2,72.8,0.52,5.5,33.7,Low
12,0.0,68.0,-0.11,6.9,35.7,Medium
0,10.2,39.6,-0.25,7.6,100.0,High
1,0.1,46.3,-0.6,8.0,72.9,High
1,6.8,52.9,-0.49,6.3,92.1,High
1,16.7,81.9,-0.31,9.1,99.6,High
9,5.3,92.5,0.09,4.2,44.6,Medium
1,3.4,56.3,-0.12,6.8,89.8,High
7,1.7,74.0,-0.33,5.6,56.7,Medium
4,7.4,83.9,-0.1,6.2,81.9,High
23,0.3,90.8,0.82,1.2,5.4,Low
1,12.3,55.2,-0.52,9.4,100.0,High
4,0.3,54.3,0.13,7.3,67.5,Medium
12,0.5,75.2,0.36,2.4,24.1,Low
15,0.5,84.9,0.31,3.2,20.0,Low
0,0.6,55.6,-0.49,6.7,81.8,High
15,0.2,84.7,0.75,0.0,13.4,Low
3,13.4,61.3,-0.73,8.6,100.0,High
5,7.9,47.6,-0.67,9.8,100.0,High
15,0.7,64.1,0.55,9.8,41.6,Medium
18,0.1,94.3,0.78,2.7,7.6,Low
3,1.5,57.2,-0.54,7.5,74.5,High
1,2.4,54.6,-0.48,9.4,83.1,High
6,0.9,90.6,-0.14,8.5,47.9,Medium
5,3.4,54.3,-0.91,8.6,80.2,High
11,1.2,92.3,0.58,1.6,24.4,Low
6,6.9,80.2,0.1,4.9,72.7,High
1,3.6,33.8,-0.6,9.6,100.0,High
3,0.6,61.8,-0.2,7.4,70.1,High
21,1.0,86.1,0.54,1.1,12.5,Low
6,23.5,56.0,-0.91,7.0,100.0,High
7,4.0,66.6,0.09,5.2,57.3,Medium
7,4.2,57.2,-0.14,6.6,61.7,Medium
15,0.4,87.8,0.47,2.5,21.1,Low
2,1.9,54.7,-0.7,7.4,85.8,High
10,0.1,85.4,0.68,3.2,15.8,Low
5,0.9,60.0,-0.07,2.9,58.8,Medium
18,0.0,95.3,0.99,1.6,0.0,Low
4,5.8,56.4,-0.49,7.1,81.4,High
8,4.0,65.6,0.16,4.8,56.4,Medium
1,11.9,53.7,-0.19,6.8,100.0,High
15,1.5,89.5,0.56,2.0,22.0,Low
5,1.0,66.2,0.23,4.5,61.7,Medium
9,2.9,77.9,-0.12,3.1,45.4,Medium
2,1.4,64.1,-0.38,7.4,74.8,High
3,0.6,65.4,-0.27,9.6,74.0,High
17,0.2,84.4,0.71,1.8,0.0,Low
8,0.2,61.9,0.37,5.8,54.0,Medium
16,0.0,87.5,0.54,0.8,15.1,Low
9,0.3,83.7,-0.03,3.5,39.4,Medium
13,0.7,90.2,0.66,3.2,23.8,Low
8,1.4,76.0,-0.35,3.9,52.9,Medium
7,0.9,73.3,-0.16,5.1,48.5,Medium
3,3.0,73.3,-0.14,5.3,59.7,Medium
9,0.3,71.0,-0.16,3.8,39.5,Medium
4,7.7,37.7,-1.0,6.9,100.0,High
8,1.7,84.8,-0.08,4.9,49.2,Medium
14,0.6,84.4,0.74,2.8,11.6,Low
3,17.5,54.1,-0.7,9.5,100.0,High
10,0.2,95.2,0.46,0.5,24.6,Low
17,0.9,74.7,-0.15,3.6,36.9,Medium
6,3.8,95.1,-0.09,6.3,61.2,Medium
9,2.2,79.0,-0.18,4.5,48.8,Medium
14,1.6,92.5,0.59,2.6,17.7,Low
10,0.3,83.4,-0.01,2.9,36.9,Medium
0,1.3,60.3,-0.43,8.8,79.8,High
11,0.1,74.7,-0.28,6.2,45.9,Medium
6,1.1,83.3,0.07,5.8,46.3,Medium
9,3.1,80.4,0.01,6.0,63.6,Medium
8,0.9,89.9,0.63,2.5,35.3,Medium
8,2.7,80.3,0.11,4.0,46.3,Medium
2,0.2,47.9,-0.56,8.0,79.4,High
12,1.3,90.7,0.83,0.1,12.0,Low
17,0.7,83.3,0.72,2.9,12.6,Low
19,0.1,85.1,0.92,4.0,20.6,Low
9,1.7,77.2,-0.18,6.5,58.8,Medium
3,0.6,72.0,-0.98,8.1,70.6,High
13,0.4,93.0,0.62,1.6,22.6,Low
7,0.5,83.0,0.47,3.3,42.1,Medium
21,0.4,92.2,0.63,0.1,10.3,Low
3,10.8,38.6,-0.66,8.4,100.0,High
22,0.4,88.8,-0.02,0.3,13.7,Low
10,0.1,66.3,0.32,6.1,38.5,Medium
5,1.8,51.9,-0.69,8.1,85.8,High
2,3.5,39.8,-0.31,7.3,84.0,High
11,0.5,63.0,0.24,6.2,39.9,Medium
11,2.9,84.7,-0.47,5.2,47.7,Medium
11,0.2,91.1,0.12,5.4,27.0,Low
16,0.3,88.7,0.94,3.0,13.9,Low
20,0.3,86.9,0.64,1.9,16.7,Low
6,0.1,64.2,-0.18,3.7,55.6,Medium
14,1.2,87.4,0.93,3.8,22.3,Low
22,0.1,93.7,0.72,4.2,14.7,Low
6,1.0,78.3,-0.09,5.9,52.9,Medium
6,3.0,49.3,-1.0,7.8,90.2,High
11,1.0,65.5,-0.24,4.3,39.2,Medium
11,0.2,84.7,0.66,1.2,17.5,Low
15,0.2,90.1,0.85,1.7,6.8,Low
3,3.4,29.5,-0.66,6.4,92.7,High
9,1.3,92.1,0.45,0.2,22.3,Low
20,0.4,85.9,0.58,0.5,21.0,Low
3,3.0,75.9,-0.1,7.5,59.6,Medium
6,3.8,69.9,-0.28,6.9,70.0,Medium
5,0.8,57.3,0.08,3.1,50.7,Medium
15,0.1,89.6,0.49,1.6,5.6,Low
13,0.6,86.4,0.59,1.4,17.7,Low
2,14.8,57.2,-0.43,7.7,99.1,High
19,0.1,86.7,0.66,0.6,5.5,Low
10,1.0,76.9,0.18,7.0,33.2,Low
1,1.7,62.4,-0.56,8.4,69.3,Medium
11,10.3,70.9,-0.21,4.3,65.5,Medium
6,2.0,73.9,0.05,3.5,48.5,Medium
21,0.3,90.6,0.79,4.4,10.0,Low
7,0.6,71.7,-0.16,5.0,42.4,Medium
1,3.8,58.6,-0.08,8.0,89.4,High
3,5.0,56.0,-0.66,7.1,94.1,High
11,0.0,89.8,0.3,2.0,17.1,Low
14,0.9,91.8,0.55,4.4,26.1,Low
7,2.3,49.1,-0.53,9.0,77.7,High
3,2.7,47.9,0.02,10.0,88.1,High
2,0.8,82.2,-0.36,8.4,62.9,Medium
14,0.7,80.1,0.84,1.0,13.6,Low
5,4.3,64.2,-0.06,3.8,71.1,High
1,3.3,55.9,-0.54,5.5,74.9,High
3,2.9,73.6,-0.17,3.2,73.2,High
8,1.6,87.7,0.5,4.1,32.4,Low
11,0.4,93.7,0.85,1.7,13.5,Low
8,1.0,67.4,-0.21,6.8,55.5,Medium
11,1.1,94.9,0.6,0.9,17.7,Low
8,1.4,80.2,0.34,3.5,38.9,Medium
3,7.4,53.7,-0.25,8.3,87.9,High
2,0.4,55.8,-0.17,6.6,67.6,Medium
4,5.6,51.4,-0.38,8.1,93.5,High
10,0.4,89.6,0.53,2.3,31.9,Low
10,3.1,68.4,0.23,6.8,48.3,Medium
1,6.1,76.3,-0.82,9.0,99.6,High
8,0.2,88.6,0.48,2.8,31.7,Low
9,0.2,92.9,0.99,0.6,16.1,Low
6,3.9,65.0,-0.46,4.6,54.7,Medium
12,0.7,90.9,0.59,1.4,21.3,Low
1,7.8,57.0,-0.59,9.8,100.0,High
6,0.5,47.7,-0.3,7.1,68.0,Medium
10,0.9,86.9,0.16,6.2,34.8,Low
19,0.4,99.8,0.47,2.2,11.2,Low
11,4.6,67.8,-0.44,6.9,59.3,Medium
5,4.3,44.1,-0.62,7.7,89.5,High
8,0.0,90.9,0.47,1.5,26.4,Low
14,0.4,63.2,-0.25,4.7,38.0,Medium
9,1.8,69.6,0.26,4.1,46.6,Medium
8,1.0,69.4,-0.23,2.3,49.1,Medium
12,1.1,96.4,0.7,3.6,25.0,Low
5,1.3,56.9,-0.61,7.2,64.0,Medium
22,0.1,86.8,0.76,2.6,27.9,Low
12,0.1,88.6,0.5,2.1,25.6,Low
2,3.6,48.4,-0.5,10.0,88.8,High
2,3.2,37.6,-1.0,8.9,93.2,High
15,0.0,88.6,0.69,3.1,16.9,Low
15,1.9,88.3,0.38,1.6,18.7,Low
17,0.9,100.0,0.61,3.7,20.0,Low
12,0.0,84.6,1.0,1.3,18.0,Low
14,0.5,92.2,0.72,1.3,16.8,Low
11,2.5,83.4,0.52,1.9,33.6,Low
13,3.0,77.7,-0.4,3.7,36.3,Medium
7,0.1,41.6,0.07,9.3,67.8,Medium
9,0.3,83.6,0.72,5.2,34.3,Low
7,0.9,86.3,-0.34,5.5,49.0,Medium
20,0.3,86.3,0.67,1.1,12.8,Low
3,3.1,57.9,-0.57,8.2,81.3,High
4,1.3,61.8,-0.41,8.7,75.2,High
5,27.4,40.3,-0.76,8.7,100.0,High
2,1.8,36.5,-0.84,9.0,89.6,High
2,4.0,64.5,-0.93,7.6,84.7,High
4,0.9,70.2,0.14,5.3,52.5,Medium
8,0.7,88.0,0.55,2.3,28.7,Low
10,3.8,70.5,0.28,2.5,52.3,Medium
0,0.1,56.3,-0.68,7.3,77.0,High
4,1.2,58.1,0.32,10.0,74.4,High
5,1.2,68.6,-0.43,5.4,59.4,Medium
16,0.2,86.5,1.0,1.7,13.1,Low
13,1.2,72.0,0.88,4.3,32.9,Low
3,1.1,55.4,-0.22,7.2,72.4,High
9,0.3,79.2,-0.44,4.3,28.8,Low
5,2.2,69.4,0.06,5.2,67.0,Medium
11,0.5,90.9,0.66,1.3,17.4,Low
8,0.6,76.9,-0.61,5.0,58.2,Medium
2,8.0,48.0,-0.26,8.3,98.8,High
8,1.6,82.9,0.1,8.3,50.1,Medium
1,2.0,62.0,-0.43,8.5,86.2,High
10,0.0,61.9,-0.28,6.1,49.6,Medium
7,0.6,86.6,-0.06,4.6,48.4,Medium
18,1.2,90.0,0.66,2.6,19.0,Low
3,0.6,44.7,-0.46,6.9,73.7,High
7,0.9,68.9,-0.26,5.1,45.4,Medium
7,3.2,75.5,0.57,4.4,39.1,Medium
7,1.3,66.4,0.33,6.3,61.6,Medium
6,5.1,39.8,-0.86,7.1,92.0,High
19,0.5,100.0,0.57,2.7,18.1,Low
1,9.2,43.9,-0.79,7.6,100.0,High
14,0.4,89.9,0.69,3.0,12.6,Low
6,3.7,79.8,0.32,4.9,46.8,Medium
11,0.1,83.1,0.55,1.5,26.0,Low
6,1.1,82.0,-0.2,5.1,40.8,Medium
8,0.6,76.8,-0.03,4.6,44.6,Medium
14,0.1,80.3,0.5,3.8,25.2,Low
8,0.0,64.9,0.35,8.8,44.3,Medium
3,8.1,54.9,-0.32,8.2,90.2,High
12,0.5,89.2,0.58,3.0,24.0,Low
1,1.9,53.9,-0.12,6.4,76.2,High
9,4.0,74.8,0.18,6.0,48.6,Medium
9,3.7,80.8,0.24,6.4,53.2,Medium
15,0.7,88.8,0.72,1.3,16.4,Low
23,0.4,93.1,0.71,1.0,1.1,Low
18,0.1,86.6,0.86,1.4,10.9,Low
12,1.0,87.1,0.62,1.2,20.2,Low
16,0.3,92.6,0.84,3.8,16.3,Low
10,1.1,71.1,0.27,2.1,21.4,Low
3,2.8,59.7,-0.57,7.1,82.9,High
3,0.8,48.6,-0.75,8.4,83.7,High
2,2.1,73.4,0.48,2.9,63.4,Medium
8,0.9,89.4,0.51,4.1,39.8,Medium
16,1.7,95.4,0.18,2.8,29.0,Low
11,0.2,70.4,0.26,6.0,42.7,Medium
16,0.2,89.0,0.56,2.5,10.5,Low
9,0.1,69.4,0.21,7.3,51.7,Medium
12,6.1,71.5,0.04,4.5,43.9,Medium
7,0.2,67.2,-0.09,8.6,55.4,Medium
8,2.6,68.0,-0.13,6.4,59.3,Medium
2,12.1,63.1,-0.51,7.8,100.0,High
3,2.5,61.2,-0.5,6.2,82.2,High
7,0.9,82.3,0.34,3.3,43.5,Medium
1,1.1,58.8,-0.56,8.3,81.0,High
10,7.6,61.9,-0.76,8.7,87.6,High
4,2.1,64.1,0.08,3.9,53.6,Medium
8,2.7,68.2,0.03,4.9,53.2,Medium
5,4.9,69.8,-0.1,3.4,68.0,Medium
1,24.8,39.3,-0.85,7.7,100.0,High
1,15.6,56.0,-0.55,7.3,100.0,High
18,0.3,93.8,0.38,3.5,20.2,Low
7,1.2,71.3,-0.09,4.8,43.9,Medium
8,3.9,67.1,0.12,6.7,62.9,Medium
9,0.4,71.9,-0.15,7.8,54.1,Medium
13,0.2,88.1,0.63,3.6,19.6,Low
2,1.7,62.0,-0.72,6.9,77.7,High
9,4.9,79.2,-0.15,4.8,58.6,Medium
3,2.9,42.9,-0.41,9.0,93.2,High
4,7.1,64.6,-0.36,8.7,94.8,High
4,0.8,57.1,-0.42,8.2,77.0,High
10,0.0,86.0,0.12,7.0,39.6,Medium
6,1.8,68.2,0.07,4.6,64.9,Medium
16,0.7,84.8,0.3,3.4,19.1,Low
9,0.9,72.1,-0.33,2.3,53.6,Medium
16,0.2,87.9,0.48,2.6,11.2,Low
8,1.4,85.0,0.01,7.7,53.0,Medium
9,1.1,86.2,0.58,1.7,21.6,Low
12,0.2,86.9,0.55,2.4,24.6,Low
16,0.3,84.4,0.75,2.3,17.4,Low
13,0.6,92.6,0.46,1.9,15.3,Low
1,2.9,54.8,-1.0,9.5,93.9,High
1,2.6,64.7,-0.46,7.4,83.6,High
8,1.3,87.9,-0.29,5.5,47.6,Medium
14,0.6,86.8,0.32,2.2,24.7,Low
9,0.5,100.0,0.55,1.9,29.8,Low
7,0.2,87.2,0.41,1.4,29.9,Low
10,0.0,79.6,0.55,0.6,27.1,Low
2,0.2,52.8,-0.98,9.5,82.1,High
18,0.6,89.7,0.49,1.9,22.2,Low
7,0.9,71.4,-0.08,5.6,51.7,Medium
17,0.3,88.5,0.68,0.3,3.8,Low
17,0.1,88.5,0.89,1.2,8.5,Low
8,0.8,74.7,-0.32,6.0,49.7,Medium
9,9.0,75.9,0.26,6.6,73.4,High
15,0.3,81.7,0.83,2.7,17.1,Low
18,0.4,88.5,0.27,2.4,17.0,Low
9,0.3,66.7,-0.26,6.4,56.6,Medium
27,1.4,89.5,1.0,3.2,19.9,Low
11,0.6,95.7,0.8,2.5,21.7,Low
2,4.1,37.8,-0.82,8.8,96.8,High
11,0.4,90.0,-0.28,1.5,30.6,Low
8,1.6,75.9,-0.47,4.9,50.5,Medium
3,1.8,71.9,0.25,4.7,60.0,Medium
11,2.0,87.4,0.21,5.2,35.3,Medium
4,4.3,79.9,-0.1,6.3,62.1,Medium
7,1.4,64.5,-0.11,7.8,59.2,Medium
3,0.4,51.0,-0.67,7.4,73.2,High
12,0.1,94.8,0.38,1.4,14.8,Low
7,4.0,73.7,-0.16,5.5,61.8,Medium
10,2.0,66.5,0.16,4.6,50.3,Medium
1,0.4,54.8,-0.76,10.0,86.4,High
9,1.4,58.7,0.14,5.1,53.6,Medium
9,2.0,66.2,0.15,6.6,58.4,Medium
13,0.9,100.0,0.69,0.9,10.2,Low
9,0.8,78.9,0.31,4.3,45.7,Medium
23,0.4,96.6,-0.09,1.6,8.7,Low
8,1.7,71.3,-0.38,3.8,60.5,Medium
21,0.1,98.0,0.58,2.8,12.4,Low
7,1.1,67.4,0.12,6.4,59.3,Medium
15,0.8,86.5,0.6,2.1,16.7,Low
9,2.7,78.0,-0.15,1.5,45.8,Medium
2,2.8,62.3,-0.08,8.8,82.8,High
19,2.7,99.0,0.56,2.7,27.5,Low
6,4.4,67.8,0.61,3.8,53.7,Medium
8,4.3,73.4,-0.39,4.5,61.3,Medium
13,0.2,100.0,0.51,1.2,10.5,Low
2,11.0,50.4,-0.2,8.1,100.0,High
